source,chunk_id,content
Compile_on_Windows.wikitext,10,"If it fails with a message about the wrong Python version or missing Python, then:
 Use the ""Search:"" box in CMake to search for the string ""Python""
 If you see there a path like C:/Program Files/Python38/python.exe, CMake recognized the Python that is already installed on your PC, but that version is not compatible with the LibPack. Since the LibPack includes a compatible version of Python, modify the following Python settings in CMake to its paths (assuming the LibPack is in the folder D:/FreeCAD-build/FreeCADLibs_2_8_x64_VC2019):"
Compile_on_Windows.wikitext,11,"If there is no error about Visual Studio or Python, everything is fine, but CMake does not yet know all necessary settings. Therefore now:
 Search in CMake for the variable FREECAD_LIBPACK_DIR and specify the location of the LibPack folder you downloaded earlier.
 (If building FreeCAD 0.19) Search for the variable BUILD_QT5 and enable this option.
 Click Configure again.
 (If planning on running directly from the build folder such as for debugging) Search for and enable the following options:
 FREECAD_COPY_DEPEND_DIRS_TO_BUILD
 FREECAD_COPY_LIBPACK_BIN_TO_BUILD
 FREECAD_COPY_PLUGINS_BIN_TO_BUILD
 Click Configure again."
Compile_on_Windows.wikitext,12,"There should now be no errors. If you continue to encounter errors that you cannot diagnose, visit the Install/Compile forum on the FreeCAD forum website. If CMake proceeded correctly, click on Generate.  After this is done you can close CMake and start the compilation of FreeCAD using Visual Studio. However, for the first compilation keep it open in case you want or need to change some options for the build process.

 Options for the build process 

The CMake build system gives you control over some aspects of the build process. In particular, you can switch on and off some features or modules using CMake variables.

Here is a description of some of these variables:"
Compile_on_Windows.wikitext,13,"Variable name        Description   Default BUILD_XXX  Build FreeCAD with the component XXX. If you don't want/need to compile e.g. the workbench OpenSCAD, disable the variable BUILD_OPENSCAD. FreeCAD will then not have this workbench.
Note: Some components are required for other components. If you for example uncheck BUILD_ROBOT CMake will inform you that then the component Path cannot be compiled correctly. Therefore check the CMake output after you changed a BUILD_XXX option! depends BUILD_ENABLE_CXX_STD  The version of the C++ language standard. C++14 is the highest possible for FreeCAD 0.19 while at least C++17 is required for FreeCAD 0.20. See also the note in the section Building with Visual Studio 15 (2017) and 16 (2019) depends BUILD_DESIGNER_PLUGIN To build the Qt Designer plugin, see this section below  OFF BUILD_FLAT_MESH Necessary to have a build that includes the CreateFlatMesh feature  OFF CMAKE_INSTALL_PREFIX    The output folder when building the target INSTALL, see also the section Running and installing FreeCAD  Windows default program installation folder FREECAD_COPY_DEPEND_DIRS_TO_BUILD  Copies depending libraries needed to execute the FreeCAD.exe to the build folder. See also the section Running and installing FreeCAD. Note: the options FREECAD_COPY_XXX only appear if the libraries were not already copied. If you only need to upgrade/change to another LibPack version, see the section Updating the LibPack. If you want to bring back the options for some reason, you need to delete all folders in your build folder, except for the LibPack folder. In CMake delete the cache and start as if you compile for the first time.  OFF FREECAD_COPY_LIBPACK_BIN_TO_BUILD  Copies the LibPack binaries needed to execute the FreeCAD.exe to the build folder. See also the section Running and installing FreeCAD.  OFF FREECAD_COPY_PLUGINS_BIN_TO_BUILD Copies Qt's plugin files needed to execute the FreeCAD.exe to the build folder. See also the section Running and installing FreeCAD.  OFF FREECAD_LIBPACK_USE  Switch the usage of the FreeCAD LibPack on or off   ON FREECAD_LIBPACK_DIR  Directory where the LibPack is  FreeCAD's source code folder FREECAD_RELEASE_PDB  Create debug libraries (*.pdb) also for release builds. It doesn't affect the speed (like a real debug build would do) and can be very useful to locate crashes in FreeCAD code. In case FreeCAD crashes a crash.dmp file will be created that can be loaded with MSVC and if you have the corresponding PDB files plus the source code of that version you can debug through the code. Without the PDB files it's not possible to debug the code and all what the debugger shows is the name of the DLL where the crash has occurred.  ON FREECAD_USE_MP_COMPILE_FLAG  Adds the /MP (multiprocessor) option to the Visual Studio projects, enabling speedups on multi-core CPUs. This can greatly accelerate builds on modern processors.Note: If you turn off FREECAD_USE_PCH, the compilation can quickly overload your heap space, even if you have 16 GB RAM.  ON FREECAD_USE_PCH  Precompiles the headers in order to save compilation time.  ON FREECAD_USE_PYBIND11 Includes the PyBind11 library. Necessary to have a build that includes the CreateFlatMesh feature.Note: after turning it on you might get a configuration error. Just configure again and the problem should go away.  OFF"
Compile_on_Windows.wikitext,14,"Building FreeCAD 

Depending on your compiler, the process for building FreeCAD will be slightly different. In the following sections known workflows are described. If you are building with Qt Creator, jump to Building with Qt Creator (outdated), otherwise proceed directly:

 Building from cmd.exe command line 

If you want build from the command line, CMake output will show you the proper command to run (which depends on the configured release directory). But this command will produce a Debug build which does not work on Windows and results in a Numpy import error in FreeCAD (which is a known issue but hard to fix). You need to specify the --config Release option to force a Release build:
```start_code
cmake --build E:/release --config Release
end_code```"
Compile_on_Windows.wikitext,15,"Please note that setting CMake variables like CMAKE_BUILD_TYPE does not have any effect, only specifying the --config option as shown above works.

 Building with Visual Studio 15 (2017) or newer 

 Release Build 

 Start the Visual Studio IDE. This can either be done by pressing the button Open Project in the CMake GUI or by double-clicking on the file FreeCAD.sln that you find in your build folder.
 In the toolbar of the MSVC IDE assure that you use for the first compilation Release.
 There is a window called Solution Explorer. It lists all possible compilation targets. To start a full compilation, right-click on the target ALL_BUILD and then choose Build.
This will now take quite a long time.

To compile a ready-to use FreeCAD, compile the target INSTALL, see the section Running and installing FreeCAD.

If you don't get any errors you are done. Congratulations! You can exit MSVC or keep it open."
Compile_on_Windows.wikitext,16,"If you don't get any errors you are done. Congratulations! You can exit MSVC or keep it open.

Important: Since Visual Studio 17.4 you cannot use the code optimization that is on by default for the target SketcherGui. If you do, angle constraints will be misplaced in sketches. To fix this, right-click on this target in the MSVC solution explorer and select the last entry Properties in the context menu. In the appearing dialog go to C/C++ → Optimization and there disable the setting Optimization. Finally build the target ALL_BUILD again.

 Debug Build 

For a debug build it is necessary that the Python is used that is included in the LibPack. To assure this:
  Search in the CMake GUI for ""Python""
  If you see there a path like C:/Program Files/Python38/python.exe, CMake recognized the Python that is installed on your PC and not the one of the LibPack. In this case adapt these different Python settings in CMake to this (assuming the LibPack is in the folder D:\FreeCAD-build\FreeCADLibs_12.5.2_x64_VC17):"
Compile_on_Windows.wikitext,17,"As prerequisite for the debug build, you need to do this:
 Copy the content of the LibPack folder bind to the bin folder of the FreeCAD build folder (overwrite the existing files).
 Copy the content of the LibPack folder libd to the lib folder of the FreeCAD build folder.

Now you can compile:
 Start the Visual Studio IDE. This can either be done by pressing the button Open Project in the CMake GUI or by double-clicking on the file FreeCAD.sln that you find in your build folder.
 In the toolbar of the MSVC IDE assure that you use for the first compilation Debug.
 There is a window called Solution Explorer. It lists all possible compilation targets. To start a full compilation, right-click on the target ALL_BUILD and then choose Build in the context menu.
This will now take quite a long time."
Compile_on_Windows.wikitext,18,"If there were no compilation errors, and if the FREECAD_COPY_* options mentioned in the CMake Configuration step above were enabled, you can start the debug build:
 Right-click on the target FreeCADMain and then choose Set as Startup Project in the context menu.
 Finally click in the toolbar on the button with the green triangle named Local Windows Debugger.

This will start the debug build of FreeCAD and you can use the  MSVC IDE to debug it.

 Video Resource 
An English language tutorial that begins with configuration in CMake Gui and continues to the `Build` command in Visual Studio 16 2019 is available unlisted on YouTube at Tutorial: Build FreeCAD from source on Windows 10.
 Building with Qt Creator (outdated) 

 Installation and configuration of Qt Creator"
Compile_on_Windows.wikitext,19,"Installation and configuration of Qt Creator 

 Download and install Qt Creator
 Tools → Options → Text Editor → Behavior tab:
 File Encodings → Default Encodings:
 Set to: ISO-8859-1 /...csISOLatin1 (Certain characters create errors/warnings with Qt Creator if left set to UTF-8.  This seems to fix it.)
 Tools → Options → Build & Run:
 CMake tab
 Fill Executable box with path to cmake.exe
 Kits tab
 Name: MSVC 2008
 Compiler: Microsoft Visual C++ Compiler 9.0 (x86)
 Debugger: Auto detected...
 Qt version: None
 General tab
 Uncheck: Always build project before deploying it
 Uncheck: Always deploy project before running it

Import project and building

 File → Open File or Project
 Open CMakeLists.txt which is in the top level of the source
 This will start CMake
 Choose build directory and click next
 Set generator to NMake Generator (MSVC 2008)
 Click Run CMake. Follow the instructions depicted above to configure CMake to your liking."
Compile_on_Windows.wikitext,20,"Now FreeCAD can be built
 Build → Build All
 This will take a long time...

Once complete, it can be run:
There are 2 green triangles at the bottom left.  One is debug.
The other is run.  Pick whichever you want.
Command line build

The steps how to compile from the command line depends on the compiler. For MSVC 2017 the steps are:
 In Windows start menu go to Visual Studio 2017 → Visual Studio Tools and choose Developer Command Prompt for VS 2017
 Change to your build folder.
 Execute the command
```start_code
msbuild ALL_BUILD.vcxproj /p:Configuration=Release
end_code```
or
```start_code
msbuild INSTALL.vcxproj /p:Configuration=Release
end_code```
These steps can also be automaized. Here is for example a solution for MSVC 2017:
 Download the script compile-FC.txt.
 Rename it to compile-FC.bat
 In Windows file explorer Shift+Right-click on your build folder and use from the context menu Command prompt here.
 Execute the command
```start_code
compile-FC install
end_code```"
Compile_on_Windows.wikitext,21,"Instead of calling compile-FC with the option install you can also use debug or release:

debug   - compile FreeCAD in debug configuration

release - compile FreeCAD in release configuration

install    - compile FreeCAD in release configuration and create an install setup

Running and installing FreeCAD

There are 2 methods to run the compiled FreeCAD:

Method 1: You execute the FreeCAD.exe that you find in your build folder in the subfolder bin

Method 2: You build the target INSTALL

Method 2 is the simpler one because it automatically assures that all libraries needed to run the FreeCAD.exe are in the correct folder. The FreeCAD.exe and the libraries will be output in the folder you specified in the CMake variable CMAKE_INSTALL_PREFIX.

For Method 1 you need to enable the FREECAD_COPY_* options mentioned in the CMake Configuration step above.

Troubleshooting"
Compile_on_Windows.wikitext,22,"For Method 1 you need to enable the FREECAD_COPY_* options mentioned in the CMake Configuration step above.

Troubleshooting

When running FreeCAD you may encounter missing DLLs when using certain workbenches or features of workbenches. The error message in FreeCAD's console will not tell you what DLL is missing. To find this out you must use an external tool:

 Download the latest release of the program Dependencies: https://github.com/lucasg/Dependencies/releases (choose the file Dependencies_x64_Release.zip)
 In the FreeCAD Python console execute these commands:
 import os
os.system(r""~\DependenciesGui.exe"")
Note: Instead of the ~ you must specify the full path to the DependenciesGui.exe on your system.
 Now drag in the *.pyd file of the workbench with which you get missing DLLs reported.

Updating the build"
Compile_on_Windows.wikitext,23,"Updating the build

FreeCAD is very actively developed. Therefore its source code changes almost daily. New features are added and bugs are fixed. To benefit from these source code changes, you must rebuild your FreeCAD. This is done in two steps:
 Updating the source code
 Recompilation

Updating the source code

Using a frontend

When using the Git frontend TortoiseGit:
 Right-click on your FreeCAD source code folder in the Windows file explorer and select Pull in the context menu.
 A dialog will appear. Select there what development branch you want to get. master is the main branch. Therefore use this unless you want to compile a special new feature from a branch that has not yet been merged to master. (For more about Git branches, see Git development process.)

Finally click OK.

Using the command line

Open a terminal (command prompt) and switch there to your source directory. Then type:
```start_code
git pull https://github.com/FreeCAD/FreeCAD.git master
end_code```"
Compile_on_Windows.wikitext,24,"where master the the name of the main development branch. If you want to get code from another branch, use its name instead of master.

Recompilation

 Open the MSVC IDE by double-clicking either on the file FreeCAD.sln or on the file ALL_BUILD.vcxproj in your build folder.
 Continue with step 2 from the section Building with Visual Studio 15 2017.

Updating the LibPack

If a new major version of a third-party dependency like Open Cascade is released, or if a third-party dependency has important bug fixes, a new LibPack is released. You can find the latest version here."
Compile_on_Windows.wikitext,25,"To update your LibPack the following recipe is best practice:
 Delete the bin folder in your build folder.
 Switch to your local LibPack folder and delete everything there.
 Extract the content of the new LibPack ZIP file into the existing, but now empty, local LibPack folder.
 Open CMake and there press the button Configure and then the button Generate. This recreates the bin folder you just deleted and also copies the new LibPack files into it.
 In CMake click the button Open Project and the MSVC IDE will open.
 In the MSVC IDE build the target INSTALL.

Tools

In order to join the FreeCAD development you should compile and install the following tools:

Qt Designer plugin

FreeCAD uses Qt as toolkit for its user interface. All dialogs are setup in UI-files that can be edited using the program Qt Designer that is part of any Qt installation and also included in the LibPack. FreeCAD has its own set of Qt widgets to provide special features like adding a unit to input fields and to set preferences properties."
Compile_on_Windows.wikitext,26,"Compilation

The plugin cannot be loaded by the Qt Designer if  it was compiled using another Qt version than the one your Qt Designer/Qt Creator is based on. Therefore the plugin must be compiled together with FreeCAD:

 In the CMake options (see this section above) enable the option BUILD_DESIGNER_PLUGIN and reconfigure.
 open MSVC and build the target FreeCAD_widgets

As result you will get the plugin file FreeCAD_widgets.dll in the folder~\src\Tools\plugins\widget\ReleaseInstallation

To install the plugin, copy the DLL either to:
 If you use the LibPack: to the folder~\FreeCADLibs_2_8_x64_VC2019\plugins\designer If you have a full Qt installation: you can choose between the folderC:\Qt\5.15.2\msvc2019_64\plugins\designerorC:\Qt\5.15.2\msvc2019_64\bin\designer (you must first create the designer subfolder.)(adapt the paths to your installation!)."
Compile_on_Windows.wikitext,27,"Finally (re)start Qt Designer and check its menu Help → Plugins. If the plugin FreeCAD_widgets.dll is listed as being loaded, you can now design and change FreeCAD's .ui files. If not, you must compile the DLL by yourself.

If you prefer using Qt Creator instead of Qt Designer, the plugin file must be placed in this folder:C:\Qt\Qt5.15.2\Tools\QtCreator\bin\plugins\designerThen (re)start Qt Creator, switch to the mode Design and then check the menu Tools → Form Editor → About Qt Designer Plugins. If the plugin FreeCAD_widgets.dll is listed as being loaded, you can now design and change FreeCAD's .ui files. If not, you must compile the DLL by yourself.

Thumbnail Provider

FreeCAD has the feature to provide preview thumbnails for *.FCStd files. That means that in the Windows file explorer *.FCStd files are shown with a screenshot of the model it contains. To provide this feature, FreeCAD needs to have the file FCStdThumbnail.dll installed to Windows.

Installation"
Compile_on_Windows.wikitext,28,"Installation

The DLL is installed this way:
 Download this ZIP file and extract it.
 Open a Windows command prompt with administrator privileges (these privileges are a requirement).
 Change to the folder where the DLL is.
 Execute this command
```start_code
regsvr32 FCStdThumbnail.dll
end_code```
So check if it works, assure that in FreeCAD the preferences option Save thumbnail into project file when saving document is enabled and save a model. Then view in Windows Explorer the folder of the saved model using a symbol view. You should now see a screenshot of the model in the folder view.

Compilation"
Compile_on_Windows.wikitext,29,"To compile the FCStdThumbnail.dll
 Change to the FreeCAD source folder~\src\Tools\thumbs\ThumbnailProvider Open the CMake GUI
 Specify there as source folder the one you are currently in.
 Use the same folder as build folder.
 Click Configure
 In the appearing dialog, specify the generator according to the one you want to use. For the standard MS Visual Studio use Visual Studio xx 2yyy where xx is the compiler version and 2yyy the year of its release. It is recommended to use the default option Use default native compilers.Note: It is important to specify the correct bit variant. If you have the 64bit variant of LibPack you must also use the x64 compiler.
 Click on Generate.
 You should now have the file ALL_BUILD.vcxproj in the folder ~\src\Tools\thumbs\ThumbnailProvider. Double-click on it and the MSVC IDE will open.
 In the toolbar of the MSVC IDE assure that you use the compilation target Release.
 There is a window called Solution Explorer. Right-click there on ALL_BUILD and then choose Build.
 As result you should now have a FCStdThumbnail.dll in the folder ~\src\Tools\thumbs\ThumbnailProvider\release that you can install as described above."
Compile_on_Windows.wikitext,30,"Compiling Open Cascade

The LibPack comes with a version of Open Cascade that is suitable for general use. However, under some circumstances you may wish to compile against an alternate version of Open Cascade, such as one of their official releases, or a patched fork.

When compiling Open Cascade for FreeCAD note that there is no guarantee that FreeCAD will work with all versions of Open Cascade. Note also that when you are using the Netgen library, you must use the a NetGen version that it approved to compile with the Open Cascade version you like to compile.

To compile:
 First obtain the Open Cascade source code, either directly from Open Cascade's git repository or by cloning someone else's fork, such as the ""blobfish"" fork maintained by FreeCAD forum member tanderson69."
Compile_on_Windows.wikitext,31,"Then open the CMake GUI to configure the build system in a similar manner to building FreeCAD. These CMake options have to be set (or explicitly not set):
 Variable name        Description   Default 3RDPARTY_DIR The path to 3rdparty components. It is recommended to use the folder as input where your used LibPack is. Explicitly leave this field empty. empty 3RDPARTY_DOXYGEN_EXECUTABLE The path to the executable of  the 3rdparty component Doxygen. It is recommended to install Doxygen. CMake will then find it automatically. empty 3RDPARTY_FREETYPE_DIR The path to the necessary 3rdparty component Freetype. It is recommended to use the folder as input where your used LibPack is. empty 3RDPARTY_RAPIDJSON_DIR Only available if USE_RAPIDJSON is used. The path to the 3rdparty component RapidJSON. It is recommended NOT to use an existing LibPack folder as input. You can use the RapidJSOn folder from a LibPack, but copy it to a new folder and use this new folder as input. empty 3RDPARTY_TCL_DIR The path to the necessary 3rdparty component TCL.  It is recommended NOT to use an existing LibPack folder as input. Take for example one of these releases, extract it and take this as input folder for CMake. empty 3RDPARTY_TK_DIR The path to the necessary 3rdparty component TK. It is recommended NOT to use an existing LibPack folder as input. Take for example one of these releases, extract it and take this as input folder for CMake. empty 3RDPARTY_VTK_DIR Only available if USE_VTK is used. The path to the necessary 3rdparty component VTK. It is recommended to use the folder as input where your used LibPack is. If you use another folder please assure that you don't use VTK 9.x or newer. empty BUILD_RELEASE_DISABLE_EXCEPTIONS Disables exception handling for release builds. For FreeCAD you must set it to OFF. ON INSTALL_DIR The output folder when building the target INSTALL. If the build was successful, take the files from this folder to update your LibPack. Windows default program installation folder INSTALL_DIR_BIN The output subfolder for the DLL when building the target INSTALL. You must change it to bin win64/vc14/bin INSTALL_DIR_LIB The output subfolder for the .lib files when building the target INSTALL. You must change it to lib win64/vc14/lib USE_RAPIDJSON To compile Open Cascade with support for RapidJSON. Enabling this is mandatory in order to get support for the file format glTF. OFF USE_VTK To compile Open Cascade with support for VTK. Enabling this is optimal. You can use this to build Open Cascade's VTK bridge. OFF"
Compile_on_Windows.wikitext,32,"Open the project in Visual Studio and first build the ALL_BUILD and then INSTALL targets in the Release mode.
 Repeat building the two targets in the Debug mode.

To build FreeCAD using the self-compiled Open Cascade, you must do the following:
 Copy all folders from the INSTALL_DIR to your LibPack folder (overwrite the existing files)
 Switch to the LibPack folder and go there to the subfolder cmake Open there the file OpenCASCADEDrawTargets.cmake with a text editor
 Search there for absolute paths to your LibPack folder and remove them. So e.g. the absolute pathD:/FreeCADLibs_12.5.4_x64_VC17/lib/freetype.libbecomes just freetype.lib Do the same for the file OpenCASCADEVisualizationTargets.cmake Compiling Netgen"
Compile_on_Windows.wikitext,33,"The LibPack comes with a version of Netgen that will was tested to be build with the Open Cascade version of the LibPack. The problem is that every new release of Netgen changes the API. Also every new release of Open Cascade does the same. Therefore one cannot just easily change the Netgen version.

However, you might build Netgen nevertheless. This is an easy task:"
Compile_on_Windows.wikitext,34,"First obtain the Netgen source code, either directly from Netgen 's git repository.
 Then open the CMake GUI to configure the build system in a similar manner to building FreeCAD. These CMake options have to be set:
 Variable name        Description   Default CMAKE_INSTALL_PREFIX The output folder when building the target INSTALL. If the build was successful, take the files from this folder to update your LibPack. C:/netgen OpenCasCade_DIR The path to the CMake files of Open Cascade. If you built Open Cascade as described in the section Compiling Open Cascade you can use the subfolder cmake of there folder you used as INSTALL_DIR. If not, use the subfolder cmake of your LibPack. Note hereby that the LibPack must then already contain a proper Open Cascade build. Independent what folder you use, you must now also create there a subfolder lib and copy in the files freetype.lib and freetyped.lib from your LibPack. empty USE_GUI set it to OFF ON USE_NATIVE_ARCH set it to OFF; this is only necessary important to support older CPU that don't have the AVX2 instruction set ON USE_OCC set it to ON OFF USE_PYTHON set it to OFF ON USE_SUPERBUILD set it to OFF ON ZLIB_INCLUDE_DIR The path to the necessary 3rdparty component zlib. It is recommended to use the folder as input where your used LibPack is. empty ZLIB_LIBRARY_DEBUG The path to the ZLib file zlibd.lib. It is located in the subfolder lib of your LibPack folder. empty ZLIB_LIBRARY_RELEASE The path to the ZLib file zlib.lib. It is located in the subfolder lib of your LibPack folder. empty"
Compile_on_Windows.wikitext,35,"Additionally you need to add a new CMake entry:
name: CMAKE_DEBUG_POSTFIX, type: string, content: _d
This assures that he file names of the debug libraries get another name than the release libraries and can later not be accidentally exchanged.

 Press the Configure button in CMake to generate the *.cmake files.
 Only necessary if older CPU should be supported that don't have the AVX2 instruction set:
 Search your Netgen build folder for the file netgen-targets.cmake and open it with a text editor. Remove the setting ;/arch:AVX2 in the Option INTERFACE_COMPILE_OPTIONS.
 Press the Configure button in CMake again.
 Press the Generate'' button in CMake.
 Open the project in Visual Studio and first build the ALL_BUILD and then INSTALL targets in the Release mode.
 Repeat building the two targets in the Debug''' mode.

To build FreeCAD using the self-compiled Netgen, you must do the following:
 Copy all folders from the CMAKE_INSTALL_PREFIX to your LibPack folder (overwrite the existing files)

 References"
Compile_on_Windows.wikitext,36,"To build FreeCAD using the self-compiled Netgen, you must do the following:
 Copy all folders from the CMAKE_INSTALL_PREFIX to your LibPack folder (overwrite the existing files)

 References 

See also
 Compiling - Speeding up

Category:Developer_Documentation
Category:Developer"
Part_Circle.wikitext,0,"Description 

A  Part Circle is a parametric shape that can be created with the  Part Primitives command. In the coordinate system defined by its  property, the circle lies on the XY plane with its center at the origin.

A Part Circle is in fact a closed counterclockwise circular arc, it can be turned into an arc by changing its  and/or  properties.

Usage

See Part Primitives.

A Part Circle can alternatively be created by selecting three points:
 In the task panel of the  Part Primitives command select the Circle option from the dropdown list.
 Press the From three points button.
 Select three vertices in the 3D view. There is no need to hold down the Ctrl key.
 A circle is created.
 The selected vertices are only used at creation time to calculate the  and  of the circle.

 Example 

A Part Circle object created with the scripting example below is shown here.

Properties

See also: Property editor."
Part_Circle.wikitext,1,"Example 

A Part Circle object created with the scripting example below is shown here.

Properties

See also: Property editor.

A Part Circle object is derived from a Part Feature object and inherits all its properties. It also has the following additional properties:

 Data 

The object has the same attachment properties as a Part Part2DObject.

 : The radius of the circle or circular arc. The default is .
 : The start angle of the circular arc. Valid range: . The default is .
 : The end angle of the circular arc. Valid range: . The default is . If  and  are equal, or if one angle is  and the other , a full circle is created.

 Scripting 

See also: Autogenerated API documentation, Part scripting and FreeCAD Scripting Basics.

A Part Circle can be created with the  method of the document:
```start_code
circle = FreeCAD.ActiveDocument.addObject(""Part::Circle"", ""myCircle"")
end_code```
Where  is the name for the object.
 The function returns the newly created object.

Example:"
Part_Circle.wikitext,2,"```start_code
import FreeCAD as App

doc = App.activeDocument()

circle = doc.addObject(""Part::Circle"", ""myCircle"")
circle.Radius = 10
circle.Angle1 = 45
circle.Angle2 = 225
circle.Placement = App.Placement(App.Vector(1, 2, 3), App.Rotation(30, 45, 10))

doc.recompute()
end_code```"
ManualCreating_and_manipulating_geometry.wikitext,0,"In earlier chapters, we explored the various workbenches in FreeCAD and how each introduces its own set of tools and geometry types. The same principles apply when working with FreeCAD through Python scripting.

We also observed that most FreeCAD workbenches rely on one foundational workbench: the  Part Workbench. Many other workbenches, such as the  Draft Workbench, utilize the Part Workbench's tools and geometry, which is exactly what we will do in this chapter—use Python to create and manipulate Part geometry.

To begin working with Part geometry in Python, we need to perform the scripting equivalent of switching to the Part Workbench: importing the Part module.
```start_code
import Part
end_code```"
ManualCreating_and_manipulating_geometry.wikitext,1,"Take a moment to explore the Part module by typing Part. in the Python console and browsing through the available methods and attributes in the autocomplete window. This is a great way to familiarize yourself with the functionality the module offers. You'll find a variety of convenient functions, such as makeBox and makeCircle, which allow you to quickly create geometric shapes and objects with just a single command. Many of these functions also offer optional parameters, giving you precise control over dimensions and placement.

Spending some time browsing the module’s contents not only helps you understand what tools are at your disposal but also gives you insight into how the Part Workbench operates under the hood. This foundational knowledge will prove invaluable as we move forward and begin creating and manipulating geometry programmatically. Type the following command
```start_code
Part.makeBox(3,5,7)
end_code```"
ManualCreating_and_manipulating_geometry.wikitext,2,"This command creates a 3D box, also known as a rectangular prism, with specific dimensions. The first parameter, 3, defines the length of the box along the X-axis. The second parameter, 5, sets the width along the Y-axis, and the third parameter, 7, specifies the height along the Z-axis. While this function generates the geometry of the box, it does not automatically add it to the active FreeCAD document. In the Python console you will see the following:
```start_code
<Solid object at 0x5f43600>
end_code```"
ManualCreating_and_manipulating_geometry.wikitext,3,"The output <Solid object at 0x5f43600> indicates that a Part Shape has been created in memory. This is a geometric object stored at a specific memory address, as shown by the hexadecimal value (0x5f43600). However, it is important to understand that what we created here is not yet a FreeCAD document object—it exists only as a raw geometric shape in memory.

This distinction highlights a fundamental concept in FreeCAD: objects and their geometry are independent. A FreeCAD document object serves as a container that hosts a shape. These document objects can have additional properties, such as Length, Width, and Height, and they can be parametric. Parametric objects recalculate their geometry (or shape) dynamically whenever one of their properties changes. For instance, modifying the length of a parametric box will automatically regenerate its shape with the updated value."
ManualCreating_and_manipulating_geometry.wikitext,4,"In this case, we manually created a shape using the Part.makeBox() function. This shape is a non-parametric object, meaning it won’t update automatically based on any properties—it is static unless we manipulate it programmatically. To make this shape part of the active FreeCAD document, it would need to be assigned to a document object (like a Part::Feature), which would link it to the graphical interface and make it visible and manageable within the FreeCAD environment.

This separation between shapes and document objects is what makes FreeCAD highly versatile, allowing users to manipulate shapes programmatically and integrate them into a parametric modeling workflow as needed.

We can now easily create a ""generic"" document object in the current document (make sure you have at least one new document open), and give it a box shape like the one we just made:"
ManualCreating_and_manipulating_geometry.wikitext,5,"```start_code
boxShape = Part.makeBox(3,5,7)
myObj = FreeCAD.ActiveDocument.addObject(""Part::Feature"",""MyNewBox"")
myObj.Shape = boxShape
FreeCAD.ActiveDocument.recompute()
end_code```
Here is a breakdown of the previous commands:

boxShape = Part.makeBox(3,5,7): Creates a 3D box with dimensions 3x5x7 (length, width, and height) and stores it as a Part Shape in the variable boxShape. This shape exists only in memory and is not yet part of the FreeCAD document.

 myObj = FreeCAD.ActiveDocument.addObject(""Part::Feature"", ""MyNewBox""): Adds a new Part::Feature object named ""MyNewBox"" to the active FreeCAD document and assigns it to the variable myObj. The new object will appear in the FreeCAD document tree.

 myObj.Shape = boxShape: Links the boxShape geometry to the Shape property of myObj, integrating the geometry into the FreeCAD document.

 FreeCAD.ActiveDocument.recompute(): Updates the document to reflect the changes, ensuring that the new object and its geometry appear in the graphical interface."
ManualCreating_and_manipulating_geometry.wikitext,6,"FreeCAD.ActiveDocument.recompute(): Updates the document to reflect the changes, ensuring that the new object and its geometry appear in the graphical interface.

Note how we handled myObj.Shape. It was done in the same way as in the previous chapter, where we changed other properties of an object, such as box.Height = 5. In fact, Shape is also a property, just like Height. However, instead of taking a number, Shape requires a Part Shape. In the next chapter, we will take a closer look at how these parametric objects are constructed.

For now, let's explore Part Shapes in more detail. In the chapter on traditional modeling with the Part Workbench, we introduced a table explaining how Part Shapes are constructed and the different components they consist of, such as vertexes, edges, and faces. These same components are available when working with Part Shapes in Python, allowing for detailed exploration and manipulation of geometry. Part Shapes in FreeCAD always have the following attributes:"
ManualCreating_and_manipulating_geometry.wikitext,7,"Vertexes: Points in 3D space that define the corners or endpoints of geometry.
 Edges: Straight or curved lines connecting two vertexes.
 Wires: Closed or open loops formed by one or more connected edges.
 Faces: Surfaces enclosed by one or more wires.
 Shells: Groups of connected faces, forming a continuous surface.
 Solids: 3D volumes enclosed by one or more shells.

All of these attributes are represented as lists in Python. Each list can contain any number of elements or be empty, depending on the shape being explored. For example, a box will have eight Vertexes, twelve Edges, six Faces, one Shell, and one Solid, while a line will only have two Vertexes and one Edge, with all other attributes being empty. These components are fundamental building blocks of Part geometry and can be accessed and manipulated programmatically. Understanding how they interact provides powerful control over the creation and modification of 3D models. We can access those lists as follows:"
ManualCreating_and_manipulating_geometry.wikitext,8,"```start_code
print(boxShape.Vertexes)
print(boxShape.Edges)
print(boxShape.Wires)
print(boxShape.Faces)
print(boxShape.Shells)
print(boxShape.Solids)
end_code```
Let's find the area of each face of our box shape above: (Make sure to indent the second line, as it appears below. Press Enter twice after the last line to run the Python command.)
```start_code
for f in boxShape.Faces:
   print(f.Area)
end_code```
Or, for each edge, its start point and end point:
```start_code
for e in boxShape.Edges:
   print(""New edge"")
   print(""Start point:"")
   print(e.Vertexes[0].Point)
   print(""End point:"")
   print(e.Vertexes[1].Point)
end_code```
As you see, if our boxShape has a ""Vertexes"" attribute, each Edge of the boxShape also has a ""Vertexes"" attribute. As we can expect, the boxShape will have 8 vertices, while the edge will only have 2, which are both parts of the list of 8.

We can always check what is the type of a shape:"
